Order_ID,Order_Date_ID,Delivery_Date_ID,Delivery_Days,Car_ID,Customer_ID,Region,Country,Dealer,Sales_Rep,Customer_Type,Order_Channel,Payment_Method,Discount_Pct,Final_Price_USD,Is_Certified_Pre_Owned,Mileage_At_Sale,Warranty_Years,Customer_Satisfaction_Score,Units_Sold
4324,20231213,20231229,16,CAR01047,CUST002349,North America,Canada,BMW Vancouver,Liam Garcia,Certified Pre-Owned Trade-In,Dealership Walk-in,Manufacturer Finance,1.86,167328.7,True,30456,4,4.3,1
4325,20220424,20220606,43,CAR00620,CUST001529,North America,USA,BMW of Manhattan,Nina Andersson,Individual,Dealership Walk-in,Bank Loan,9.19,80548.47,False,0,4,5.0,1
4326,20250819,20251026,68,CAR01968,CUST000485,North America,Canada,BMW Toronto,Felix Dubois,Individual,Dealership Walk-in,Lease,0.24,63547.12,False,0,4,4.4,1
4327,20240416,20240810,116,CAR01969,CUST002342,North America,USA,South Bay BMW,Julia Cohen,Corporate Fleet,Dealership Walk-in,Lease,4.34,139663.6,False,0,4,4.2,1
4328,20231202,20240307,96,CAR01970,CUST002131,Europe,Germany,BMW Stuttgart Zentrum,Wei Murphy,Individual,Online Configurator,Bank Loan,1.96,83432.04,False,0,4,4.8,1
4329,20260120,20260427,97,CAR00908,CUST000026,Europe,Spain,BMW Madrid Norte,Noah Andersson,Individual,Dealership Walk-in,Bank Loan,7.28,87713.12,False,0,4,4.8,1
4330,20220414,20220623,70,CAR00445,CUST002615,Europe,France,BMW Lyon,Anna Weber,Individual,Dealership Walk-in,Bank Loan,7.44,74510.8,False,0,4,4.5,1
4331,20260523,20260707,45,CAR01971,CUST001238,North America,Mexico,BMW Guadalajara,Wei Silva,Individual,Referral,Manufacturer Finance,2.41,127159.77,False,0,4,4.3,1
4332,20250830,20251214,106,CAR00127,CUST001415,North America,Mexico,BMW Polanco,Wei Khan,Individual,Referral,Bank Loan,5.03,80629.53,False,0,4,4.2,1
4333,20250810,20250914,35,CAR00160,CUST001908,North America,USA,BMW of Manhattan,Omar Tanaka,Individual,Dealership Walk-in,Cash,4.05,111685.8,False,0,4,4.8,1
4334,20240106,20240203,28,CAR01972,CUST001688,North America,Mexico,BMW Guadalajara,Ahmed Cohen,Individual,Dealership Walk-in,Lease,5.54,64799.56,False,0,4,5.0,1
4335,20230205,20230515,99,CAR01973,CUST000166,North America,USA,BMW of Manhattan,Karim Murphy,Individual,Dealership Walk-in,Manufacturer Finance,0.22,157353.06,False,0,4,5.0,1
4336,20230403,20230706,94,CAR01974,CUST002802,Europe,Italy,BMW Roma,Anna Nakamura,Corporate Fleet,Online Configurator,Lease,3.15,136074.25,False,0,4,4.4,1
4337,20250317,20250407,21,CAR01722,CUST001929,Asia Pacific,South Korea,BMW Seoul Gangnam,Felix Dubois,Individual,Online Configurator,Manufacturer Finance,1.27,75232.26,False,0,4,5.0,1
4338,20230801,20231118,109,CAR00010,CUST001017,North America,Mexico,BMW Polanco,Marco Müller,Individual,Online Configurator,Manufacturer Finance,0.92,163878.32,False,0,4,3.4,1
4339,20240117,20240410,84,CAR00260,CUST001432,Middle East,Saudi Arabia,BMW Riyadh,Nina Cohen,Corporate Fleet,Dealership Walk-in,Bank Loan,0.14,81585.62,False,0,4,4.4,1
4340,20231223,20240405,104,CAR00897,CUST001468,Asia Pacific,China,BMW Beijing Chaoyang,David Kim,Individual,Dealership Walk-in,Lease,4.97,66616.03,False,0,4,5.0,1
4341,20260124,20260319,54,CAR00179,CUST002700,Asia Pacific,South Korea,BMW Seoul Gangnam,Anna Weber,Individual,Dealership Walk-in,Bank Loan,0.0,126000.0,False,0,4,5.0,1
4342,20240418,20240630,73,CAR01069,CUST002293,Asia Pacific,Australia,BMW Melbourne,Daniel Kim,Individual,Dealership Walk-in,Cash,2.7,149744.7,False,0,4,4.9,1
4343,20231215,20240305,81,CAR01621,CUST003621,North America,Canada,BMW Toronto,Marco Müller,Lease Return Buyout,Dealership Walk-in,Manufacturer Finance,5.07,66735.79,False,0,4,4.6,1
4344,20230410,20230603,54,CAR00326,CUST003700,Middle East,Qatar,BMW Doha,Ahmed Silva,Individual,Online Configurator,Manufacturer Finance,4.27,71797.5,False,0,4,4.9,1
4345,20220607,20220902,87,CAR00119,CUST003191,North America,USA,BMW of Manhattan,Fatima Zhang,Individual,Auto Show Event,Manufacturer Finance,0.0,112300.0,False,0,4,5.0,1
4346,20231226,20240419,115,CAR01288,CUST002639,Asia Pacific,Japan,BMW Osaka,Omar Schmidt,Individual,Online Configurator,Cash,2.25,79373.0,False,0,4,4.4,1
4347,20250827,20251030,64,CAR00148,CUST001360,North America,Canada,BMW Vancouver,Elena Ivanov,Corporate Fleet,Dealership Walk-in,Cash,1.1,84658.4,False,0,4,4.9,1
4348,20260620,20260705,15,CAR01865,CUST001072,Middle East,Saudi Arabia,BMW Riyadh,Laura Silva,Individual,Dealership Walk-in,Cash,2.46,79104.94,False,0,4,5.0,1
4349,20221117,20230209,84,CAR00631,CUST002692,Middle East,Saudi Arabia,BMW Riyadh,Noah Zhang,Corporate Fleet,Dealership Walk-in,Bank Loan,3.46,131487.48,False,0,4,3.9,1
4350,20221205,20230323,108,CAR01974,CUST003636,Asia Pacific,South Korea,BMW Seoul Gangnam,Olivia Hassan,Lease Return Buyout,Online Configurator,Lease,1.1,116009.7,False,0,4,4.9,1
4351,20260426,20260530,34,CAR01975,CUST000476,Europe,Spain,BMW Madrid Norte,David Andersson,Corporate Fleet,Referral,Lease,5.57,102456.55,False,0,4,5.0,1
4352,20220324,20220428,35,CAR01022,CUST001059,North America,Canada,BMW Vancouver,Nina Andersson,Individual,Online Configurator,Bank Loan,0.85,81600.45,False,0,4,4.4,1
4353,20240211,20240608,118,CAR00658,CUST001592,Europe,France,BMW Lyon,Wei Weber,Individual,Online Configurator,Cash,2.12,122350.0,False,0,4,5.0,1
4354,20250204,20250414,69,CAR00526,CUST001920,Europe,France,BMW Lyon,David Andersson,Individual,Referral,Bank Loan,4.65,89056.9,False,0,4,4.9,1
4355,20230704,20231027,115,CAR01976,CUST000614,Middle East,Qatar,BMW Doha,Nina Hassan,Individual,Online Configurator,Lease,6.18,74117.8,False,0,4,4.3,1
4356,20250605,20250908,95,CAR00274,CUST000978,Europe,France,BMW Lyon,David Kim,Corporate Fleet,Referral,Manufacturer Finance,3.05,114110.15,False,0,4,4.2,1
4357,20241124,20250214,82,CAR00525,CUST001729,North America,USA,BMW of Manhattan,Wei Murphy,Individual,Dealership Walk-in,Cash,0.0,126900.0,False,0,4,5.0,1
4358,20240513,20240819,98,CAR00486,CUST001312,North America,USA,BMW of Miami,Wei Kim,Certified Pre-Owned Trade-In,Online Configurator,Lease,3.55,80053.5,True,39316,4,4.1,1
4359,20221210,20230112,33,CAR01977,CUST001101,Europe,France,BMW Paris Champs-Élysées,Daniel Kim,Individual,Dealership Walk-in,Lease,2.7,129700.9,False,0,4,5.0,1
4360,20240205,20240221,16,CAR01382,CUST003146,North America,Mexico,BMW Polanco,Marco Schmidt,Individual,Referral,Lease,0.0,185000.0,False,0,4,4.1,1
4361,20240406,20240613,68,CAR01978,CUST002122,North America,Canada,BMW Toronto,Wei Murphy,Individual,Dealership Walk-in,Lease,1.74,71238.5,False,0,4,4.1,1
4362,20221215,20230102,18,CAR00371,CUST000882,North America,Mexico,BMW Polanco,Ahmed Cohen,Corporate Fleet,Dealership Walk-in,Bank Loan,0.96,115876.8,False,0,4,3.8,1
4363,20230423,20230604,42,CAR00109,CUST003444,Asia Pacific,Japan,BMW Osaka,David Tanaka,Individual,Referral,Manufacturer Finance,6.31,76544.73,False,0,4,4.9,1
4364,20250608,20250724,46,CAR00203,CUST003585,Europe,Germany,BMW Niederlassung München,Mia Nakamura,Individual,Online Configurator,Bank Loan,0.0,65200.0,False,0,4,4.1,1
4365,20220910,20221208,89,CAR01884,CUST000594,Middle East,Qatar,BMW Doha,Noah Andersson,Individual,Auto Show Event,Bank Loan,1.23,91856.1,False,0,4,5.0,1
4366,20260401,20260525,54,CAR01845,CUST003123,North America,USA,BMW of Manhattan,Julia Nakamura,Individual,Dealership Walk-in,Bank Loan,3.53,166507.22,False,0,4,4.9,1
4367,20230207,20230315,36,CAR01453,CUST001550,Asia Pacific,Singapore,Performance Motors Singapore,Julia Kim,Lease Return Buyout,Dealership Walk-in,Lease,0.0,94300.0,False,0,4,5.0,1
4368,20221104,20230218,106,CAR00672,CUST003646,North America,USA,BMW of Austin,Elena Zhang,Corporate Fleet,Online Configurator,Lease,0.0,119200.0,False,0,4,3.2,1
4369,20260311,20260505,55,CAR00248,CUST000654,North America,Canada,BMW Vancouver,Elena Zhang,Individual,Dealership Walk-in,Bank Loan,0.46,78437.52,False,0,4,3.8,1
4370,20221019,20221130,42,CAR00744,CUST003092,Asia Pacific,Australia,BMW Sydney,David Andersson,Lease Return Buyout,Dealership Walk-in,Lease,0.77,121556.75,False,0,4,4.7,1
4371,20220920,20221113,54,CAR01919,CUST002817,Asia Pacific,Singapore,Performance Motors Singapore,David Tanaka,Individual,Dealership Walk-in,Cash,3.46,107352.48,False,0,4,3.9,1
4372,20260428,20260624,57,CAR01979,CUST001731,Middle East,UAE,BMW Abu Dhabi,Olivia Silva,Individual,Dealership Walk-in,Cash,0.0,73100.0,False,0,4,3.8,1
4373,20240203,20240304,30,CAR00438,CUST002295,North America,Canada,BMW Toronto,Anna Zhang,Lease Return Buyout,Dealership Walk-in,Bank Loan,0.0,95000.0,False,0,4,4.3,1
4374,20230417,20230622,66,CAR00112,CUST002394,Asia Pacific,China,BMW Beijing Chaoyang,Nina Tanaka,Individual,Auto Show Event,Manufacturer Finance,0.9,151127.5,False,0,4,4.4,1
4375,20240627,20240923,88,CAR00004,CUST001089,Middle East,UAE,BMW Abu Dhabi,Elena Zhang,Individual,Dealership Walk-in,Manufacturer Finance,0.0,123500.0,False,0,4,5.0,1
4376,20230615,20230809,55,CAR01980,CUST001570,North America,USA,BMW of Manhattan,Ravi Rossi,Individual,Online Configurator,Manufacturer Finance,5.2,142010.4,False,0,4,3.7,1
4377,20260614,20261011,119,CAR00691,CUST003405,Asia Pacific,Japan,BMW Osaka,Liam Garcia,Corporate Fleet,Referral,Cash,1.47,88184.35,False,0,4,4.2,1
4378,20220126,20220321,54,CAR00781,CUST002067,North America,USA,BMW of Manhattan,Ahmed Cohen,Lease Return Buyout,Dealership Walk-in,Manufacturer Finance,4.65,141118.0,False,0,4,4.7,1
4379,20250806,20250911,36,CAR01981,CUST003107,North America,Canada,BMW Vancouver,Karim Murphy,Individual,Online Configurator,Lease,4.75,91535.25,False,0,4,4.4,1
4380,20250609,20250803,55,CAR00421,CUST002350,Middle East,UAE,BMW Dubai Sheikh Zayed Rd,Elena Ivanov,Corporate Fleet,Online Configurator,Bank Loan,0.0,113900.0,False,0,4,4.4,1
4381,20221102,20230123,82,CAR01411,CUST002844,Asia Pacific,Australia,BMW Melbourne,Daniel Silva,Lease Return Buyout,Dealership Walk-in,Manufacturer Finance,1.95,95500.7,False,0,4,4.1,1
4382,20250918,20251222,95,CAR01982,CUST000190,Asia Pacific,South Korea,BMW Seoul Gangnam,Elena Zhang,Individual,Dealership Walk-in,Bank Loan,4.75,80486.25,False,0,4,4.4,1
4383,20220427,20220511,14,CAR00402,CUST001962,North America,USA,BMW of Miami,Tom Silva,Individual,Dealership Walk-in,Lease,6.16,147047.28,False,0,4,4.0,1
4384,20221013,20221129,47,CAR00470,CUST002040,Europe,Spain,BMW Madrid Norte,Julia Nakamura,Individual,Online Configurator,Lease,2.4,117217.6,False,0,4,5.0,1
4385,20250701,20251004,95,CAR01983,CUST000263,Europe,Netherlands,BMW Amsterdam,Nina Tanaka,Individual,Dealership Walk-in,Bank Loan,2.61,145500.66,False,0,4,3.8,1
4386,20220118,20220203,16,CAR00256,CUST002031,Asia Pacific,Singapore,Performance Motors Singapore,David Rossi,Individual,Referral,Bank Loan,2.86,95197.2,False,0,4,4.5,1
4387,20260308,20260413,36,CAR00320,CUST002321,Europe,France,BMW Paris Champs-Élysées,David Tanaka,Certified Pre-Owned Trade-In,Online Configurator,Cash,2.33,72178.13,True,38798,4,5.0,1
4388,20240419,20240705,77,CAR01121,CUST002585,North America,USA,BMW of Austin,Wei Silva,Individual,Online Configurator,Manufacturer Finance,3.96,77984.48,False,0,4,5.0,1
4389,20240622,20241018,118,CAR01626,CUST000588,North America,Mexico,BMW Guadalajara,Fatima Zhang,Individual,Online Configurator,Lease,2.03,81021.19,False,0,4,5.0,1
4390,20221126,20230219,85,CAR01014,CUST001889,Europe,Spain,BMW Madrid Norte,Chen Müller,Individual,Referral,Bank Loan,2.31,74049.02,False,0,4,3.7,1
4391,20260603,20260825,83,CAR00341,CUST001631,North America,Canada,BMW Vancouver,Anna Zhang,Individual,Dealership Walk-in,Lease,0.0,105800.0,False,0,4,4.7,1
4392,20230507,20230716,70,CAR00112,CUST000120,Europe,United Kingdom,BMW Manchester,Anna Khan,Certified Pre-Owned Trade-In,Online Configurator,Manufacturer Finance,0.83,127135.94,True,17870,4,5.0,1
4393,20260602,20260919,109,CAR01665,CUST003357,North America,USA,BMW of Austin,Fatima Rossi,Individual,Referral,Manufacturer Finance,0.63,128783.52,False,0,4,4.2,1
4394,20251225,20260225,62,CAR01037,CUST002881,Middle East,Qatar,BMW Doha,Nina Tanaka,Lease Return Buyout,Online Configurator,Manufacturer Finance,2.17,136472.85,False,0,4,4.7,1
4395,20240613,20240914,93,CAR00392,CUST001980,Asia Pacific,South Korea,BMW Seoul Gangnam,Ravi Rossi,Lease Return Buyout,Online Configurator,Manufacturer Finance,3.14,124658.82,False,0,4,4.9,1
4396,20220313,20220509,57,CAR01984,CUST003291,North America,Mexico,BMW Guadalajara,Felix Garcia,Individual,Dealership Walk-in,Bank Loan,4.78,142353.9,False,0,4,4.0,1
4397,20250212,20250516,93,CAR01985,CUST002128,Asia Pacific,Australia,BMW Melbourne,Noah Andersson,Certified Pre-Owned Trade-In,Fleet Program,Manufacturer Finance,5.44,97396.8,True,39654,4,4.6,1
4398,20250609,20250915,98,CAR00443,CUST002020,Asia Pacific,Singapore,Performance Motors Singapore,Noah Andersson,Corporate Fleet,Dealership Walk-in,Lease,0.92,97395.64,False,0,4,4.7,1
4399,20251016,20251114,29,CAR01986,CUST000950,Europe,France,BMW Lyon,Elena Zhang,Corporate Fleet,Auto Show Event,Lease,1.72,85601.88,False,0,4,4.5,1
4400,20230510,20230609,30,CAR00597,CUST003284,Middle East,UAE,BMW Abu Dhabi,Marco Müller,Corporate Fleet,Dealership Walk-in,Manufacturer Finance,0.86,132451.04,False,0,4,4.2,1
4401,20241024,20241113,20,CAR00526,CUST002527,Asia Pacific,China,BMW Shanghai Jing'an,Nina Tanaka,Certified Pre-Owned Trade-In,Dealership Walk-in,Lease,2.77,80214.75,True,28443,4,3.4,1
4402,20220205,20220518,102,CAR00185,CUST003788,Asia Pacific,Australia,BMW Melbourne,Laura Silva,Individual,Dealership Walk-in,Bank Loan,3.09,73457.78,False,0,4,4.2,1
4403,20231114,20231231,47,CAR01987,CUST001108,North America,USA,Chicago M Motors,Anna Zhang,Individual,Dealership Walk-in,Manufacturer Finance,1.22,103323.88,False,0,4,5.0,1
4404,20220501,20220721,81,CAR01854,CUST000150,North America,Canada,BMW Vancouver,Wei Kim,Corporate Fleet,Dealership Walk-in,Lease,5.39,79945.45,False,0,4,3.8,1
4405,20250622,20250731,39,CAR00344,CUST002425,Europe,Spain,BMW Barcelona,Wei Khan,Corporate Fleet,Online Configurator,Bank Loan,1.84,81178.32,False,0,4,4.1,1
4406,20231116,20240207,83,CAR00349,CUST003782,Europe,Italy,BMW Roma,Elena Cohen,Individual,Online Configurator,Bank Loan,2.06,94414.16,False,0,4,4.7,1
4407,20220119,20220418,89,CAR00984,CUST003129,Europe,France,BMW Lyon,Daniel Silva,Individual,Auto Show Event,Bank Loan,7.04,75855.36,False,0,4,4.8,1
4408,20231229,20240403,96,CAR01172,CUST001475,Middle East,Saudi Arabia,BMW Riyadh,Anna Nakamura,Corporate Fleet,Auto Show Event,Bank Loan,2.32,153455.28,False,0,4,4.6,1
4409,20230526,20230731,66,CAR00537,CUST000589,Rest of World,Brazil,BMW São Paulo,Liam Garcia,Lease Return Buyout,Auto Show Event,Cash,4.6,125832.6,False,0,4,5.0,1
4410,20230815,20231118,95,CAR00209,CUST002187,Europe,Italy,BMW Roma,David Andersson,Corporate Fleet,Dealership Walk-in,Lease,1.49,77822.9,False,0,4,5.0,1
4411,20240404,20240604,61,CAR01448,CUST001915,North America,USA,South Bay BMW,Olivia Hassan,Certified Pre-Owned Trade-In,Online Configurator,Bank Loan,1.13,86412.38,True,39734,4,5.0,1
4412,20240123,20240519,117,CAR01600,CUST003853,North America,Mexico,BMW Polanco,Mia Müller,Individual,Dealership Walk-in,Lease,7.16,69351.48,False,0,4,4.1,1
4413,20230712,20230923,73,CAR01988,CUST000385,North America,USA,BMW of Manhattan,Tom Tanaka,Individual,Online Configurator,Lease,2.16,139226.32,False,0,4,4.8,1
4414,20230710,20230728,18,CAR00456,CUST000508,North America,Canada,BMW Vancouver,Lucas Kim,Individual,Online Configurator,Cash,0.0,154100.0,False,0,4,5.0,1
4415,20250723,20251025,94,CAR01333,CUST001426,North America,USA,BMW of Manhattan,Karim Murphy,Corporate Fleet,Dealership Walk-in,Lease,7.72,93848.76,False,0,4,3.9,1
4416,20240118,20240511,114,CAR01311,CUST000041,North America,Canada,BMW Vancouver,Nina Tanaka,Individual,Online Configurator,Lease,2.71,77248.26,False,0,4,5.0,1
4417,20250823,20250921,29,CAR01954,CUST001976,Europe,France,BMW Paris Champs-Élysées,Nina Silva,Individual,Dealership Walk-in,Lease,4.52,120304.8,False,0,4,4.6,1
4418,20250911,20251118,68,CAR00921,CUST001779,Asia Pacific,South Korea,BMW Seoul Gangnam,Julia Kim,Lease Return Buyout,Fleet Program,Bank Loan,4.37,132256.29,False,0,4,4.4,1
4419,20251122,20260225,95,CAR00886,CUST000542,Europe,Spain,BMW Barcelona,Anna Weber,Individual,Dealership Walk-in,Cash,0.0,99200.0,False,0,4,4.1,1
4420,20220617,20220722,35,CAR00508,CUST002337,Europe,Italy,BMW Milano,Sophie Park,Individual,Auto Show Event,Lease,2.06,98037.94,False,0,4,4.1,1
4421,20250608,20250626,18,CAR00481,CUST001053,Europe,Spain,BMW Barcelona,Nina Andersson,Individual,Online Configurator,Lease,0.0,140300.0,False,0,4,5.0,1
4422,20240313,20240615,94,CAR00490,CUST003866,Europe,Italy,BMW Roma,Chen Müller,Corporate Fleet,Dealership Walk-in,Lease,3.97,92284.83,False,0,4,3.8,1
4423,20250623,20250823,61,CAR00894,CUST003896,North America,USA,South Bay BMW,Lucas Khan,Individual,Auto Show Event,Bank Loan,1.01,125717.3,False,0,4,4.6,1
4424,20241202,20241231,29,CAR01761,CUST003604,North America,Canada,BMW Toronto,Emma Al-Farsi,Individual,Dealership Walk-in,Bank Loan,4.14,140914.2,False,0,4,4.8,1
4425,20230722,20230817,26,CAR01989,CUST002098,Europe,Switzerland,BMW Zürich,Nina Silva,Individual,Dealership Walk-in,Bank Loan,8.16,96156.48,False,0,4,4.9,1
4426,20221120,20221210,20,CAR01839,CUST002621,Asia Pacific,Australia,BMW Melbourne,Wei Kim,Individual,Auto Show Event,Lease,2.73,90072.02,False,0,4,3.4,1
4427,20240831,20240922,22,CAR01311,CUST001549,Asia Pacific,Japan,BMW Tokyo Minato,Daniel Silva,Individual,Dealership Walk-in,Lease,4.7,80242.6,False,0,4,4.8,1
4428,20250330,20250527,58,CAR01990,CUST002232,North America,Mexico,BMW Guadalajara,Mia Nakamura,Individual,Online Configurator,Bank Loan,3.98,147006.62,False,0,4,4.5,1
4429,20231110,20231124,14,CAR00143,CUST001169,North America,Mexico,BMW Polanco,Omar Schmidt,Individual,Dealership Walk-in,Lease,3.68,69446.72,False,0,4,5.0,1
4430,20240314,20240425,42,CAR01092,CUST003093,North America,Canada,BMW Vancouver,Olivia Silva,Individual,Online Configurator,Lease,5.44,98342.4,False,0,4,4.5,1
4431,20240329,20240614,77,CAR01991,CUST003343,Europe,France,BMW Paris Champs-Élysées,Anna Weber,Individual,Dealership Walk-in,Lease,6.69,107679.74,False,0,4,4.5,1
4432,20250130,20250513,103,CAR01358,CUST001298,Middle East,Saudi Arabia,BMW Riyadh,Julia Cohen,Individual,Online Configurator,Manufacturer Finance,0.03,102969.1,False,0,4,5.0,1
4433,20240102,20240405,94,CAR01992,CUST001819,North America,Mexico,BMW Guadalajara,Emma Al-Farsi,Individual,Online Configurator,Bank Loan,0.0,80200.0,False,0,4,5.0,1
4434,20230406,20230502,26,CAR01993,CUST002251,Europe,Switzerland,BMW Zürich,Emma Al-Farsi,Individual,Referral,Cash,2.2,106699.8,False,0,4,4.3,1
4435,20240707,20240826,50,CAR01004,CUST001579,Asia Pacific,Singapore,Performance Motors Singapore,Nina Silva,Certified Pre-Owned Trade-In,Fleet Program,Manufacturer Finance,4.6,85573.8,True,17000,4,4.3,1
4436,20240307,20240610,95,CAR01462,CUST002432,Europe,Spain,BMW Barcelona,Laura Silva,Individual,Dealership Walk-in,Lease,1.3,120512.7,False,0,4,4.4,1
4437,20251019,20260209,113,CAR01369,CUST002367,North America,Canada,BMW Vancouver,David Tanaka,Individual,Auto Show Event,Bank Loan,0.0,106700.0,False,0,4,4.3,1
4438,20240302,20240626,116,CAR01049,CUST000399,Europe,Germany,BMW Berlin Mitte,Laura Nakamura,Individual,Dealership Walk-in,Bank Loan,2.32,144761.76,False,0,4,4.4,1
4439,20241008,20241024,16,CAR01719,CUST003589,Asia Pacific,South Korea,BMW Seoul Gangnam,Julia Nakamura,Individual,Auto Show Event,Bank Loan,5.11,64904.76,False,0,4,5.0,1
4440,20230726,20230918,54,CAR01093,CUST001243,Middle East,UAE,BMW Abu Dhabi,Olivia Silva,Individual,Referral,Manufacturer Finance,4.28,87870.96,False,0,4,4.0,1
4441,20240928,20250118,112,CAR00168,CUST002287,Europe,United Kingdom,Park Lane BMW London,Olivia Silva,Individual,Online Configurator,Lease,0.26,87970.68,False,0,4,3.9,1
4442,20220227,20220425,57,CAR00751,CUST000151,Rest of World,South Africa,BMW Johannesburg,Felix Garcia,Corporate Fleet,Online Configurator,Bank Loan,3.54,111218.38,False,0,4,4.8,1
4443,20220720,20220901,43,CAR01994,CUST001403,Europe,Netherlands,BMW Amsterdam,Laura Silva,Individual,Dealership Walk-in,Bank Loan,2.29,82271.82,False,0,4,4.7,1
4444,20220726,20221030,96,CAR00627,CUST001465,North America,USA,BMW of Miami,Anna Weber,Individual,Dealership Walk-in,Cash,1.22,89988.58,False,0,4,4.4,1
4445,20221228,20230201,35,CAR01014,CUST000073,Europe,Switzerland,BMW Zürich,Karim Cohen,Individual,Dealership Walk-in,Bank Loan,0.66,83743.62,False,0,4,4.1,1
4446,20250713,20250921,70,CAR00531,CUST002125,North America,USA,South Bay BMW,Marco Müller,Individual,Online Configurator,Lease,7.65,82006.8,False,0,4,5.0,1
4447,20250702,20250802,31,CAR01995,CUST000962,Europe,Italy,BMW Roma,Ravi Rossi,Individual,Referral,Manufacturer Finance,1.8,146514.4,False,0,4,3.8,1
4448,20220921,20230111,112,CAR01996,CUST000393,Asia Pacific,South Korea,BMW Seoul Gangnam,David Kim,Individual,Fleet Program,Lease,6.85,99391.05,False,0,4,4.0,1
4449,20220113,20220405,82,CAR00041,CUST000686,North America,USA,South Bay BMW,Anna Khan,Individual,Dealership Walk-in,Lease,5.88,83484.44,False,0,4,3.7,1
4450,20221030,20230211,104,CAR01997,CUST000731,Europe,Italy,BMW Milano,Noah Andersson,Corporate Fleet,Online Configurator,Lease,4.68,111333.76,False,0,4,3.4,1
4451,20250812,20250907,26,CAR01613,CUST002167,Europe,Spain,BMW Barcelona,Felix Garcia,Lease Return Buyout,Online Configurator,Bank Loan,1.81,127450.62,False,0,4,5.0,1
4452,20230412,20230808,118,CAR00186,CUST000657,North America,Canada,BMW Vancouver,Nina Cohen,Individual,Fleet Program,Cash,0.59,91059.56,False,0,4,4.5,1
4453,20241007,20250106,91,CAR01578,CUST001054,Europe,Germany,BMW Stuttgart Zentrum,Karim Cohen,Individual,Referral,Lease,6.46,132078.48,False,0,4,4.3,1
4454,20250425,20250724,90,CAR00605,CUST003736,Asia Pacific,China,BMW Beijing Chaoyang,David Tanaka,Individual,Online Configurator,Bank Loan,5.15,143697.75,False,0,4,4.1,1
4455,20241217,20250314,87,CAR00491,CUST002462,Europe,Germany,BMW Berlin Mitte,Julia Kim,Corporate Fleet,Dealership Walk-in,Cash,2.64,139224.8,False,0,4,3.6,1
4456,20250903,20251204,92,CAR01963,CUST000151,Asia Pacific,Singapore,Performance Motors Singapore,David Andersson,Corporate Fleet,Dealership Walk-in,Lease,0.34,94876.32,False,0,4,3.8,1
4457,20230611,20230807,57,CAR01998,CUST003044,Middle East,Qatar,BMW Doha,Julia Kim,Lease Return Buyout,Dealership Walk-in,Cash,0.8,91859.2,False,0,4,4.9,1
4458,20220113,20220425,102,CAR01362,CUST000169,Middle East,Qatar,BMW Doha,Tom Silva,Certified Pre-Owned Trade-In,Dealership Walk-in,Bank Loan,1.73,96894.22,True,35680,4,4.3,1
4459,20230106,20230312,65,CAR00238,CUST000363,North America,USA,BMW of Austin,Marco Müller,Individual,Dealership Walk-in,Lease,10.14,110437.94,False,0,4,4.5,1
4460,20221117,20230111,55,CAR01999,CUST001562,Europe,Netherlands,BMW Amsterdam,David Kim,Individual,Online Configurator,Bank Loan,6.24,123575.68,False,0,4,4.9,1
4461,20220616,20220830,75,CAR02000,CUST002682,Middle East,Saudi Arabia,BMW Riyadh,Fatima Rossi,Individual,Auto Show Event,Bank Loan,0.0,175500.0,False,0,4,4.8,1
4462,20230524,20230730,67,CAR00613,CUST001549,Europe,Netherlands,BMW Amsterdam,Noah Zhang,Lease Return Buyout,Online Configurator,Lease,2.34,79397.58,False,0,4,4.1,1
4463,20240826,20241029,64,CAR00103,CUST001168,North America,Mexico,BMW Guadalajara,Omar Tanaka,Individual,Dealership Walk-in,Cash,8.95,81671.85,False,0,4,4.8,1
4464,20230105,20230411,96,CAR00186,CUST002937,North America,USA,BMW of Miami,Olivia Hassan,Individual,Online Configurator,Manufacturer Finance,0.0,90300.0,False,0,4,4.8,1
4465,20230926,20240103,99,CAR01573,CUST002003,Europe,United Kingdom,BMW Manchester,Marco Müller,Individual,Online Configurator,Lease,2.16,159479.2,False,0,4,4.8,1
4466,20230527,20230827,92,CAR00787,CUST000819,Asia Pacific,South Korea,BMW Seoul Gangnam,Daniel Kim,Individual,Online Configurator,Lease,6.65,102311.6,False,0,4,4.9,1
4467,20250626,20250924,90,CAR00031,CUST001528,North America,Canada,BMW Toronto,Elena Ivanov,Individual,Online Configurator,Lease,0.9,114460.5,False,0,4,5.0,1
4468,20250123,20250518,115,CAR00873,CUST000404,Europe,Italy,BMW Roma,Maria Zhang,Individual,Referral,Manufacturer Finance,0.0,103000.0,False,0,4,4.2,1
4469,20220406,20220508,32,CAR02001,CUST003252,Europe,Spain,BMW Barcelona,Marco Müller,Corporate Fleet,Dealership Walk-in,Bank Loan,1.84,100712.16,False,0,4,4.6,1
4470,20260123,20260218,26,CAR00666,CUST001027,North America,Canada,BMW Vancouver,Wei Khan,Individual,Online Configurator,Bank Loan,1.81,134323.92,False,0,4,4.7,1
4471,20251215,20260108,24,CAR01046,CUST003363,North America,Canada,BMW Vancouver,Karim Cohen,Individual,Dealership Walk-in,Lease,9.45,66282.6,False,0,4,4.5,1
4472,20241224,20250314,80,CAR02002,CUST003227,Asia Pacific,Singapore,Performance Motors Singapore,Ahmed Silva,Individual,Referral,Manufacturer Finance,5.24,72396.64,False,0,4,4.1,1
