Car_ID,Model,Variant,Model_Year,Body_Type,Engine,Cylinders,Transmission,Drivetrain,Fuel_Type,Color,Horsepower_HP,Zero_to_100_sec,Top_Speed_MPH,MSRP_USD
CAR01610,M2,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,409,4.3,155,77400
CAR01611,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,456,3.8,155,67700
CAR01612,X4 M,Base,2024,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,484,3.4,155,83800
CAR01613,X5 M,Base,2025,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Toronto Red,612,3.2,155,123400
CAR01614,M3,Base,2025,Sedan,3.0L Twin-Turbo I6,6,6-Speed Manual,AWD (M xDrive),Petrol,Marina Bay Blue,514,4.0,155,78900
CAR01615,M2,CS,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,452,4.0,190,84500
CAR01616,M5,Base,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Skyscraper Grey,657,3.5,155,116800
CAR01617,M3,Base,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Toronto Red,481,3.8,155,87100
CAR01618,M4 Convertible,Competition,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,503,3.8,155,95900
CAR01619,M4 Convertible,Competition,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,498,3.4,155,104500
CAR01620,X6 M,Competition,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Sao Paulo Yellow,614,3.2,155,134700
CAR01621,M2,Base,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,448,3.8,155,68200
CAR01622,M5,CS,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,662,3.3,177,153400
CAR01623,M3,CS,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,502,3.8,190,93000
CAR01624,M8 Gran Coupe,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Alpine White,605,3.4,155,155100
CAR01625,M4 Convertible,Base,2023,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Toronto Red,493,3.8,155,97400
CAR01626,M3,Competition,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,506,4.2,155,87400
CAR01627,M5,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Marina Bay Blue,655,3.4,155,125200
CAR01628,M4 Convertible,Base,2026,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,482,3.8,155,99600
CAR01629,M4 Convertible,Competition,2024,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,492,4.4,155,107100
CAR01630,M5,Base,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,714,3.9,155,122200
CAR01631,M3,CS,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,505,4.3,185,103600
CAR01632,M5,CS,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Individual Frozen Grey,676,3.1,180,152500
CAR01633,M3,Competition,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,508,3.6,155,92700
CAR01634,M8,Competition,2025,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Toronto Red,611,3.4,155,144600
CAR01635,M8 Gran Coupe,Base,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Alpine White,607,3.5,155,150000
CAR01636,X3 M,Competition,2022,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,498,3.8,155,82800
CAR01637,X3 M,Base,2023,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,491,4.1,155,75400
CAR01638,M3 Touring,Competition,2026,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,498,4.0,155,86600
CAR01639,M3,CSL,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,511,4.2,180,129900
CAR01640,M8,Competition,2024,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Alpine White,613,3.4,155,155400
CAR01641,M4,Competition,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Toronto Red,501,4.2,155,100200
CAR01642,M3,Base,2025,Sedan,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Frozen Portimao Blue,499,3.6,155,95000
CAR01643,M8 Gran Coupe,Competition,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,610,3.4,155,170300
CAR01644,M4,Base,2024,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Frozen Portimao Blue,506,3.4,155,94700
CAR01645,M5,Base,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,620,3.5,155,140900
CAR01646,M3 Touring,Base,2026,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,504,4.2,155,92900
CAR01647,M8 Gran Coupe,Base,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,603,3.4,155,155900
CAR01648,M4 Convertible,Competition,2023,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,490,4.0,155,103100
CAR01649,M4,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,498,4.2,155,84600
CAR01650,M8,Base,2022,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,614,3.7,155,140600
CAR01651,XM,Competition,2024,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,702,3.4,155,182000
CAR01652,M5,Competition,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Toronto Red,663,3.9,155,141700
CAR01653,M3,Competition,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,503,4.1,155,91900
CAR01654,X6 M,Base,2024,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,612,3.5,155,133600
CAR01655,XM,Competition,2025,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,731,3.4,155,183200
CAR01656,M3,Competition,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,500,3.5,155,95600
CAR01657,M3,Base,2025,Sedan,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Isle of Man Green,517,4.4,155,80400
CAR01658,M3 Touring,Base,2022,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,499,3.1,155,88900
CAR01659,M4,CSL,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,523,3.6,180,126000
CAR01660,M4 Convertible,Competition,2025,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Toronto Red,490,4.4,155,94200
CAR01661,M4,CS,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,519,3.9,186,103700
CAR01662,M3,Base,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,488,3.7,155,92600
CAR01663,M3,Base,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,500,4.1,155,89200
CAR01664,M8 Gran Coupe,Base,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,617,3.9,155,147000
CAR01665,X6 M,Base,2026,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Skyscraper Grey,606,3.4,155,129700
CAR01666,M8,Base,2024,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,611,2.9,155,151400
CAR01667,M2,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,418,3.7,155,69200
CAR01668,M3 Touring,Competition,2025,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,518,4.3,155,90700
CAR01669,M5,CS,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Individual Frozen Grey,682,3.0,180,146000
CAR01670,M3 Touring,Base,2026,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,502,3.8,155,87000
CAR01671,X6 M,Base,2022,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Frozen Portimao Blue,607,3.2,155,124600
CAR01672,M8,Competition,2022,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,609,3.3,155,164700
CAR01673,XM,Base,2026,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,657,3.7,155,173300
CAR01674,M4 Convertible,Base,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,487,4.0,155,101700
CAR01675,M3,CS,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,517,4.1,177,102700
CAR01676,M3 Touring,Competition,2025,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,508,4.2,155,100300
CAR01677,M4,CS,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,505,4.0,180,93400
CAR01678,M3 Touring,Competition,2023,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Sao Paulo Yellow,498,4.2,155,93600
CAR01679,M2,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Signal Green,436,4.3,155,73600
CAR01680,M2,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,442,4.4,155,75900
CAR01681,M3 Touring,Competition,2023,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,507,4.2,155,95800
CAR01682,X5 M,Competition,2023,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Sao Paulo Yellow,609,3.2,155,135600
CAR01683,M3,CS,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,506,4.0,185,104100
CAR01684,M3,Base,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,515,4.2,155,85900
CAR01685,X6 M,Competition,2023,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,613,3.6,155,139500
CAR01686,M3,Base,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,499,3.6,155,80800
CAR01687,X5 M,Competition,2025,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Individual Frozen Grey,610,3.9,155,142400
CAR01688,M4 Convertible,Competition,2024,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,502,3.4,155,103700
CAR01689,M4 Convertible,Base,2023,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,489,3.7,155,96100
CAR01690,M2,Competition,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Toronto Red,448,4.0,155,70700
CAR01691,M4,Competition,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,515,4.0,155,102600
CAR01692,M5,Competition,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Zandvoort Blue,692,3.4,155,142400
CAR01693,M3 Touring,Base,2023,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,479,3.7,155,83700
CAR01694,M4,CS,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,519,3.5,190,102700
CAR01695,M4 Convertible,Base,2023,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,494,3.8,155,92800
CAR01696,M4 Convertible,Base,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,500,4.1,155,95400
CAR01697,M4,Base,2026,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,AWD (M xDrive),Petrol,Black Sapphire,503,3.4,155,85200
CAR01698,M5,CS,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,689,3.1,190,141400
CAR01699,M3,Base,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,517,3.8,155,86900
CAR01700,M5,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,621,3.4,155,111900
CAR01701,M4 Convertible,Base,2023,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Sao Paulo Yellow,496,4.2,155,103400
CAR01702,M4,Base,2026,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Toronto Red,492,4.2,155,83600
CAR01703,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,431,4.0,155,75200
CAR01704,M2,Base,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Toronto Red,416,3.9,155,74400
CAR01705,M2,Base,2026,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,AWD (M xDrive),Petrol,Alpine White,441,3.8,155,75800
CAR01706,M3,Competition,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,513,3.9,155,84700
CAR01707,M2,Competition,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,446,4.0,155,73300
CAR01708,M2,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,449,3.8,155,77400
CAR01709,M8,Base,2022,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,602,3.4,155,141700
CAR01710,M2,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Signal Green,459,3.8,155,66500
CAR01711,M4,Competition,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,514,3.8,155,89600
CAR01712,M5,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Individual Frozen Grey,693,3.9,155,121200
CAR01713,M8,Base,2026,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,611,3.6,155,141400
CAR01714,M3,Competition,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Signal Green,499,3.9,155,101600
CAR01715,X5 M,Base,2022,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,608,3.5,155,118900
CAR01716,M2,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,459,4.3,155,68700
CAR01717,M3,Base,2023,Sedan,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Isle of Man Green,510,3.9,155,88000
CAR01718,M8,Base,2023,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Toronto Red,611,3.4,155,151400
CAR01719,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,AWD (M xDrive),Petrol,Signal Green,410,3.8,155,68600
CAR01720,M4,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Sao Paulo Yellow,509,4.1,155,85400
CAR01721,X4 M,Base,2025,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Diesel,Frozen Portimao Blue,486,3.8,155,81600
CAR01722,X4 M,Base,2025,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Sao Paulo Yellow,486,3.9,155,79600
CAR01723,M2,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,409,3.4,155,68600
CAR01724,X3 M,Competition,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,500,3.7,155,93800
CAR01725,M5,Competition,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Sao Paulo Yellow,670,2.9,155,133400
CAR01726,X4 M,Competition,2022,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Toronto Red,491,4.1,155,92000
CAR01727,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,AWD (M xDrive),Petrol,Toronto Red,408,3.6,155,76400
CAR01728,M4,Competition,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,499,4.0,155,90800
CAR01729,M3,Base,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Toronto Red,501,3.8,155,88600
CAR01730,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Black Sapphire,452,4.2,155,63400
CAR01731,M3 Touring,Base,2022,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,488,4.0,155,86600
CAR01732,M4,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,513,3.6,155,94700
CAR01733,M8,Competition,2022,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,612,3.3,155,145900
CAR01734,M8 Gran Coupe,Competition,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,610,3.0,155,155200
CAR01735,X6 M,Competition,2024,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Individual Frozen Grey,613,3.4,155,133600
CAR01736,M5,CS,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Isle of Man Green,677,3.6,190,135100
CAR01737,M3,Base,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,510,4.0,155,76700
CAR01738,M4,Base,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,487,3.5,155,92300
CAR01739,M8 Gran Coupe,Competition,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,611,3.3,155,166600
CAR01740,M4,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,509,4.0,155,90500
CAR01741,M3,CS,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,500,4.3,190,115400
CAR01742,M8,Competition,2023,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Toronto Red,614,3.1,155,149100
CAR01743,M3,CSL,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,518,3.8,190,142500
CAR01744,M3,Competition,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,508,4.0,155,94200
CAR01745,M3 Touring,Base,2026,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Toronto Red,491,4.0,155,86800
CAR01746,M4 Convertible,Competition,2025,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,488,3.7,155,101500
CAR01747,M5,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Skyscraper Grey,675,3.4,155,124900
CAR01748,M4 Convertible,Competition,2026,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,500,4.0,155,96600
CAR01749,M3,CS,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,507,3.9,180,96600
CAR01750,M4,CSL,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,504,4.0,190,153400
CAR01751,M8 Gran Coupe,Competition,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,614,3.2,155,165200
CAR01752,M3,CSL,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,522,4.0,180,144100
CAR01753,M3,Base,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,495,3.7,155,79400
CAR01754,M4,CSL,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,516,3.6,190,149200
CAR01755,M2,Competition,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,440,3.9,155,82500
CAR01756,M4,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,506,3.6,155,77300
CAR01757,X5 M,Base,2025,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,610,3.6,155,118600
CAR01758,M4,Base,2025,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,AWD (M xDrive),Petrol,Frozen Portimao Blue,490,4.2,155,81500
CAR01759,M4 Convertible,Base,2025,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,495,3.9,155,89100
CAR01760,M2,Competition,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,439,4.7,155,71900
CAR01761,M8,Competition,2024,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,611,3.4,155,155400
CAR01762,M3,Base,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,513,3.8,155,83600
CAR01763,XM,Base,2026,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Zandvoort Blue,652,3.7,155,161000
CAR01764,M3 Touring,Competition,2022,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,522,3.8,155,105100
CAR01765,M2,Base,2022,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Black Sapphire,440,3.8,155,67300
CAR01766,M4,CSL,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,521,4.1,177,127100
CAR01767,M3,CS,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,513,3.8,180,109200
CAR01768,M3,CS,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,520,3.9,190,114800
CAR01769,M3,Competition,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,504,3.4,155,94400
CAR01770,XM,Competition,2022,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,735,3.8,155,197900
CAR01771,M4 Convertible,Base,2025,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Signal Green,501,3.8,155,87700
CAR01772,M3,Competition,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,510,3.5,155,92900
CAR01773,M8 Gran Coupe,Base,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,607,3.6,155,161100
CAR01774,M3,CS,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,508,3.9,190,104600
CAR01775,M2,Base,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,444,4.5,155,67700
